MISO.eventID,p.val_pre_post,BrainSpan (Postnatal),BrainSpan (Prenatal),GTEx,dPSI_pre_post,DM1_inclusion,Ensembl.geneID,HGNC.genesymbol,Chr,Strand,Start_up,End_up,Start_se,End_se,Start_dn,End_dn,Length_up,Length_se,Length_dn
chr17:77450567:77450786:+@chr17:77451367:77451528:+@chr17:77482144:77482335:+,4.3717693115493e-15,0.305,0.615737704918033,0.349360465116279,0.310737704918033,-,ENSG00000184640.17,SEPT9,chr17,+,77450567,77450786,77451367,77451528,77482144,77482335,220,162,192
chr17:82248875:82249014:-@chr17:82245976:82246039:-@chr17:82244362:82244831:-,1.51103313373925e-22,0.578461538461538,0.253606557377049,0.536627906976744,-0.324854981084489,-,ENSG00000141551.14,CSNK1D,chr17,-,82248875,82249014,82245976,82246039,82244362,82244831,140,64,470
chr18:3729135:3729375:-@chr18:3656084:3656113:-@chr18:3581875:3582164:-,3.71836793983423e-20,0.368461538461538,0.0824590163934426,0.461162790697674,-0.286002522068096,-,ENSG00000170579.16,DLGAP1,chr18,-,3729135,3729375,3656084,3656113,3581875,3582164,241,30,290
chr18:3729135:3729375:-@chr18:3656084:3656113:-@chr18:3581875:3582248:-,7.08029562201738e-24,0.473076923076923,0.029672131147541,0.473023255813954,-0.443404791929382,-,ENSG00000170579.16,DLGAP1,chr18,-,3729135,3729375,3656084,3656113,3581875,3582248,241,30,374
chr18:50273564:50273863:-@chr18:50273334:50273426:-@chr18:50272824:50272955:-,2.13914209779246e-19,0.746282051282051,0.480983606557377,0.679127906976744,-0.265298444724674,-,ENSG00000141644.17,MBD1,chr18,-,50273564,50273863,50273334,50273426,50272824,50272955,300,93,132
chr18:50273564:50273863:-@chr18:50273334:50273471:-@chr18:50272824:50272955:-,1.23923247929299e-20,0.838717948717949,0.575901639344262,0.774302325581395,-0.262816309373686,-,ENSG00000141644.17,MBD1,chr18,-,50273564,50273863,50273334,50273471,50272824,50272955,300,138,132
chr18:5395067:5395147:-@chr18:5394677:5394793:-@chr18:5392381:5393478:-,3.58093643248609e-21,0.881410256410256,0.526393442622951,0.868546511627907,-0.355016813787306,-,ENSG00000082397.17,EPB41L3,chr18,-,5395067,5395147,5394677,5394793,5392381,5393478,81,117,1098
chr18:5406777:5406968:-@chr18:5398021:5398143:-@chr18:5397058:5397426:-,2.75146389588427e-17,0.673974358974359,0.305081967213115,0.687441860465116,-0.368892391761244,-,ENSG00000082397.17,EPB41L3,chr18,-,5406777,5406968,5398021,5398143,5397058,5397426,192,123,369
chr18:79933969:79934022:-@chr18:79930228:79930311:-@chr18:79919184:79919400:-,3.54444431537973e-17,0.592948717948718,0.275901639344262,0.520232558139535,-0.317047078604456,-,ENSG00000122490.18,PQLC1,chr18,-,79933969,79934022,79930228,79930311,79919184,79919400,54,84,217
chr18:79943329:79943462:-@chr18:79930228:79930311:-@chr18:79919184:79919400:-,2.73347357209536e-21,0.456923076923077,0.16672131147541,0.416162790697674,-0.290201765447667,-,ENSG00000122490.18,PQLC1,chr18,-,79943329,79943462,79930228,79930311,79919184,79919400,134,84,217
chr18:79943329:79943462:-@chr18:79933969:79934022:-@chr18:79919184:79919400:-,7.6471868041097e-18,0.657564102564103,0.430983606557377,0.7075,-0.226580496006726,-,ENSG00000122490.18,PQLC1,chr18,-,79943329,79943462,79933969,79934022,79919184,79919400,134,54,217
chr18:8824699:8826232:+@chr18:8828908:8828964:+@chr18:8831607:8832778:+,3.75348201175373e-09,0.747051282051282,0.532131147540984,0.756627906976744,-0.214920134510298,-,ENSG00000168502.17,MTCL1,chr18,+,8824699,8826232,8828908,8828964,8831607,8832778,1534,57,1172
chr19:10354042:10354234:-@chr19:10353528:10353646:-@chr19:10352926:10353098:-,5.88079321145546e-15,0.832564102564102,0.540819672131148,0.897151162790698,-0.291744430432955,-,ENSG00000105397.13,TYK2,chr19,-,10354042,10354234,10353528,10353646,10352926,10353098,193,119,173
chr19:10642367:10642451:+@chr19:10642897:10643021:+@chr19:10643279:10644559:+,1.76350107586108e-18,0.289230769230769,0.609016393442623,0.259244186046512,0.319785624211854,+,ENSG00000129353.14,SLC44A2,chr19,+,10642367,10642451,10642897,10643021,10643279,10644559,85,125,1281
chr19:1615285:1615520:-@chr19:1612207:1612433:-@chr19:1611704:1611849:-,1.29871235354056e-21,0.539230769230769,0.195737704918033,0.53046511627907,-0.343493064312736,-,ENSG00000071564.14,TCF3,chr19,-,1615285,1615520,1612207,1612433,1611704,1611849,236,227,146
chr19:1615686:1615821:-@chr19:1615285:1615485:-@chr19:1612207:1612433:-,4.42584983828642e-19,0.415128205128205,0.774426229508197,0.382906976744186,0.359298024379992,+,ENSG00000071564.14,TCF3,chr19,-,1615686,1615821,1615285,1615485,1612207,1612433,136,201,227
chr19:1615686:1615821:-@chr19:1615285:1615515:-@chr19:1612207:1612433:-,1.11637576934012e-19,0.429871794871795,0.781147540983607,0.385116279069767,0.351275746111812,+,ENSG00000071564.14,TCF3,chr19,-,1615686,1615821,1615285,1615515,1612207,1612433,136,231,227
chr19:1615686:1615821:-@chr19:1615285:1615520:-@chr19:1612207:1612433:-,2.48273092882323e-20,0.491666666666667,0.837704918032787,0.477790697674419,0.34603825136612,+,ENSG00000071564.14,TCF3,chr19,-,1615686,1615821,1615285,1615520,1612207,1612433,136,236,227
chr19:20015774:20015842:-@chr19:20015175:20015266:-@chr19:20004418:20007275:-,1.11781211550661e-18,0.358846153846154,0.150983606557377,0.108604651162791,-0.207862547288777,-,ENSG00000197124.11,ZNF682,chr19,-,20015774,20015842,20015175,20015266,20004418,20007275,69,92,2858
chr19:20023004:20023099:-@chr19:20015774:20015837:-@chr19:20004418:20007275:-,1.80306103598503e-20,0.311538461538462,0.0886885245901639,0.108139534883721,-0.222849936948298,-,ENSG00000197124.11,ZNF682,chr19,-,20023004,20023099,20015774,20015837,20004418,20007275,96,64,2858
chr19:20023004:20023099:-@chr19:20015774:20015842:-@chr19:20004418:20007275:-,2.11031563426977e-20,0.317307692307692,0.10344262295082,0.115,-0.213865069356873,-,ENSG00000197124.11,ZNF682,chr19,-,20023004,20023099,20015774,20015842,20004418,20007275,96,69,2858
chr19:21098815:21098910:+@chr19:21109623:21109644:+@chr19:21116807:21118885:+,3.86596699542156e-16,0.43025641025641,0.186393442622951,0.422848837209302,-0.243862967633459,-,ENSG00000160352.15,ZNF714,chr19,+,21098815,21098910,21109623,21109644,21116807,21118885,96,22,2079
chr19:36851830:36851904:+@chr19:36854450:36854594:+@chr19:36876785:36879574:+,1.30366165898375e-19,0.429230769230769,0.160819672131148,0.182732558139535,-0.268411097099622,-,ENSG00000251247.10,ZNF345,chr19,+,36851830,36851904,36854450,36854594,36876785,36879574,75,145,2790
chr19:36851830:36851904:+@chr19:36862917:36863011:+@chr19:36876785:36879574:+,1.63817913922628e-18,0.475512820512821,0.21655737704918,0.267732558139535,-0.25895544346364,-,ENSG00000251247.10,ZNF345,chr19,+,36851830,36851904,36862917,36863011,36876785,36879574,75,95,2790
chr19:36851830:36851904:+@chr19:36872551:36872748:+@chr19:36876785:36879574:+,6.78508430269855e-19,0.405897435897436,0.158688524590164,0.158953488372093,-0.247208911307272,+,ENSG00000251247.10,ZNF345,chr19,+,36851830,36851904,36872551,36872748,36876785,36879574,75,198,2790
chr19:39457675:39457740:+@chr19:39458294:39458305:+@chr19:39458818:39458887:+,4.26334011350152e-23,0.288205128205128,0.896885245901639,0.408546511627907,0.608680117696511,+,ENSG00000196235.13,SUPT5H,chr19,+,39457675,39457740,39458294,39458305,39458818,39458887,66,12,70
chr19:41350853:41351202:+@chr19:41378281:41378519:+@chr19:41410637:41410816:+,6.78906745693388e-07,0.768333333333333,0.538196721311476,0.938488372093023,-0.230136612021858,-,ENSG00000255730.5,CTC-435M10.3,chr19,+,41350853,41351202,41378281,41378519,41410637,41410816,350,239,180
chr19:42217632:42217757:-@chr19:42216680:42217045:-@chr19:42215133:42215252:-,3.02950686314148e-14,0.868333333333333,0.65344262295082,0.888720930232558,-0.214890710382514,+,ENSG00000160570.13,DEDD2,chr19,-,42217632,42217757,42216680,42217045,42215133,42215252,126,366,120
chr19:52001813:52001908:-@chr19:52000259:52000378:-@chr19:51991332:51994837:-,1.1944693265099e-14,0.423974358974359,0.19,0.195813953488372,-0.233974358974359,-,ENSG00000197619.13,ZNF615,chr19,-,52001813,52001908,52000259,52000378,51991332,51994837,96,120,3506
chr19:52283285:52283413:+@chr19:52288042:52288115:+@chr19:52290066:52296046:+,1.5180628591255e-22,0.311923076923077,0.0924590163934426,0.139941860465116,-0.219464060529634,-,ENSG00000196214.10,ZNF766,chr19,+,52283285,52283413,52288042,52288115,52290066,52296046,129,74,5981
chr19:52543266:52543347:+@chr19:52547512:52547638:+@chr19:52553107:52556336:+,3.7510497806113e-14,0.358974358974359,0.605409836065574,0.373837209302326,0.246435477091215,-,ENSG00000198482.11,ZNF808,chr19,+,52543266,52543347,52547512,52547638,52553107,52556336,82,127,3230
chr19:53486632:53486758:+@chr19:53488208:53488300:+@chr19:53490375:53496255:+,2.61292291368219e-20,0.349871794871795,0.115245901639344,0.281627906976744,-0.234625893232451,-,ENSG00000198346.10,ZNF813,chr19,+,53486632,53486758,53488208,53488300,53490375,53496255,127,93,5881
chr19:58059239:58059310:+@chr19:58059969:58060035:+@chr19:58061580:58061706:+,1.91206558420181e-09,0.319615384615385,0.527540983606557,0.280290697674419,0.207925598991173,+,ENSG00000176293.19,ZNF135,chr19,+,58059239,58059310,58059969,58060035,58061580,58061706,72,67,127
chr2:101859643:101859864:+@chr2:101860825:101860986:+@chr2:101863821:101864051:+,8.70093230885765e-20,0.35,0.831147540983607,0.226104651162791,0.481147540983607,+,ENSG00000071054.16,MAP4K4,chr2,+,101859643,101859864,101860825,101860986,101863821,101864051,222,162,231
chr2:101859643:101859864:+@chr2:101860825:101860986:+@chr2:101864930:101865036:+,2.93952005402592e-17,0.450769230769231,0.83344262295082,0.288662790697674,0.382673392181589,+,ENSG00000071054.16,MAP4K4,chr2,+,101859643,101859864,101860825,101860986,101864930,101865036,222,162,107
chr2:127068924:127069031:-@chr2:127068163:127068255:-@chr2:127063933:127064018:-,4.50436942443907e-11,0.52948717948718,0.774754098360656,0.498255813953488,0.245266918873476,-,ENSG00000136717.14,BIN1,chr2,-,127068924,127069031,127068163,127068255,127063933,127064018,108,93,86
chr2:130164374:130164445:-@chr2:130161186:130161272:-@chr2:130157251:130157396:-,1.06045023681025e-15,0.701153846153846,0.404590163934426,0.733779069767442,-0.29656368221942,-,ENSG00000136699.19,SMPD4,chr2,-,130164374,130164445,130161186,130161272,130157251,130157396,72,87,146
chr2:135164594:135164696:+@chr2:135167693:135167713:+@chr2:135168545:135168749:+,2.87628801818855e-13,0.416794871794872,0.181967213114754,0.439244186046512,-0.234827658680118,-,ENSG00000115839.17,RAB3GAP1,chr2,+,135164594,135164696,135167693,135167713,135168545,135168749,103,21,205
chr2:135604806:135605016:+@chr2:135616668:135616757:+@chr2:135621494:135621608:+,6.2016149425055e-21,0.683846153846154,0.271639344262295,0.713255813953488,-0.412206809583859,-,ENSG00000048991.16,R3HDM1,chr2,+,135604806,135605016,135616668,135616757,135621494,135621608,211,90,115
chr2:144518203:144518575:+@chr2:144518752:144518861:+@chr2:144519511:144520110:+,8.61388005417038e-16,0.327564102564103,0.112950819672131,0.290523255813954,-0.214613282891971,+,ENSG00000238057.8,ZEB2-AS1,chr2,+,144518203,144518575,144518752,144518861,144519511,144520110,373,110,600
chr2:152619509:152619718:+@chr2:152622537:152622557:+@chr2:152625438:152625562:+,1.29528185350077e-16,0.332692307692308,0.758852459016393,0.250116279069768,0.426160151324086,-,ENSG00000157827.19,FMNL2,chr2,+,152619509,152619718,152622537,152622557,152625438,152625562,210,21,125
chr2:152640791:152640914:+@chr2:152643419:152643544:+@chr2:152647796:152649834:+,2.65865456828829e-20,0.310641025641026,0.764754098360656,0.215406976744186,0.45411307271963,-,ENSG00000157827.19,FMNL2,chr2,+,152640791,152640914,152643419,152643544,152647796,152649834,124,126,2039
chr2:159337567:159337772:-@chr2:159336942:159337077:-@chr2:159332540:159332686:-,2.06953855458686e-14,0.51525641025641,0.772459016393443,0.495232558139535,0.257202606137032,+,ENSG00000123636.17,BAZ2B,chr2,-,159337567,159337772,159336942,159337077,159332540,159332686,206,136,147
chr2:171692777:171692894:+@chr2:171707233:171707377:+@chr2:171715328:171715443:+,3.70923743869796e-13,0.651025641025641,0.276885245901639,0.751337209302326,-0.374140395124002,+,ENSG00000077380.15,DYNC1I2,chr2,+,171692777,171692894,171707233,171707377,171715328,171715443,118,145,116
chr2:171707287:171707377:+@chr2:171712767:171712826:+@chr2:171715328:171715443:+,1.18025776861224e-17,0.413717948717949,0.848032786885246,0.381162790697674,0.434314838167297,-,ENSG00000077380.15,DYNC1I2,chr2,+,171707287,171707377,171712767,171712826,171715328,171715443,91,60,116
chr2:183037992:183038858:-@chr2:183024978:183024995:-@chr2:183023806:183023916:-,2.39908497525652e-16,0.679230769230769,0.268852459016393,0.592674418604651,-0.410378310214376,-,ENSG00000061676.14,NCKAP1,chr2,-,183037992,183038858,183024978,183024995,183023806,183023916,867,18,111
chr2:206596051:206596162:+@chr2:206605790:206605880:+@chr2:206617579:206621130:+,1.56346758707748e-17,0.119871794871795,0.331803278688525,0.0926162790697674,0.21193148381673,+,ENSG00000114948.12,ADAM23,chr2,+,206596051,206596162,206605790,206605880,206617579,206621130,112,91,3552
chr2:206596051:206596162:+@chr2:206609910:206610000:+@chr2:206617579:206621130:+,3.53571591805236e-21,0.884871794871795,0.437704918032787,0.899709302325582,-0.447166876839008,+,ENSG00000114948.12,ADAM23,chr2,+,206596051,206596162,206609910,206610000,206617579,206621130,112,91,3552
chr2:209680750:209680827:+@chr2:209696542:209696748:+@chr2:209700277:209700338:+,1.91558146782021e-19,0.836025641025641,0.370655737704918,0.765,-0.465369903320723,-,ENSG00000078018.19,MAP2,chr2,+,209680750,209680827,209696542,209696748,209700277,209700338,78,207,62
chr2:219299985:219300259:-@chr2:219299700:219299786:-@chr2:219299305:219299384:-,4.93736976724975e-17,0.808333333333333,0.599180327868853,0.807906976744186,-0.209153005464481,+,ENSG00000054356.13,PTPRN,chr2,-,219299985,219300259,219299700,219299786,219299305,219299384,275,87,80
chr2:227325271:227325427:+@chr2:227328678:227328789:+@chr2:227330626:227330846:+,2.5943010643855e-19,0.45948717948718,0.699508196721312,0.453197674418605,0.240021017234132,+,ENSG00000168958.19,MFF,chr2,+,227325271,227325427,227328678,227328789,227330626,227330846,157,112,221
chr2:227340292:227340380:+@chr2:227347226:227347384:+@chr2:227352514:227352573:+,6.23552961208552e-24,0.937820512820513,0.593770491803279,0.944186046511628,-0.344050021017234,-,ENSG00000168958.19,MFF,chr2,+,227340292,227340380,227347226,227347384,227352514,227352573,89,159,60
chr2:227340292:227340380:+@chr2:227347226:227347384:+@chr2:227355677:227355761:+,4.62419528453361e-17,0.851282051282051,0.625245901639344,0.800058139534884,-0.226036149642707,-,ENSG00000168958.19,MFF,chr2,+,227340292,227340380,227347226,227347384,227355677,227355761,89,159,85
chr2:227536901:227536993:+@chr2:227550059:227550106:+@chr2:227551959:227552117:+,4.19605525876031e-16,0.539615384615385,0.160983606557377,0.431453488372093,-0.378631778058008,-,ENSG00000173744.17,AGFG1,chr2,+,227536901,227536993,227550059,227550106,227551959,227552117,93,48,159
chr2:240773114:240773256:-@chr2:240772570:240772596:-@chr2:240770971:240771104:-,1.53661895426435e-22,0.550641025641026,0.12327868852459,0.526162790697675,-0.427362337116436,-,ENSG00000130294.15,KIF1A,chr2,-,240773114,240773256,240772570,240772596,240770971,240771104,143,27,134
chr2:241094277:241094432:-@chr2:241091895:241092114:-@chr2:241090278:241090449:-,2.33361438440942e-12,0.636794871794872,0.343114754098361,0.665,-0.293680117696511,-,ENSG00000122085.16,MTERF4,chr2,-,241094277,241094432,241091895,241092114,241090278,241090449,156,220,172
chr2:25388202:25388361:-@chr2:25387289:25387378:-@chr2:25383836:25383889:-,4.06192873045748e-12,0.531666666666667,0.320983606557377,0.52093023255814,-0.21068306010929,-,ENSG00000138101.18,DTNB,chr2,-,25388202,25388361,25387289,25387378,25383836,25383889,160,90,54
chr2:38995123:38995387:-@chr2:38989270:38989314:-@chr2:38987473:38987591:-,4.44203899240254e-18,0.366153846153846,0.119180327868852,0.468372093023256,-0.246973518284994,-,ENSG00000115904.12,SOS1,chr2,-,38995123,38995387,38989270,38989314,38987473,38987591,265,45,119
chr2:55028164:55028220:-@chr2:55025086:55027485:-@chr2:54987491:54987698:-,7.97948475089971e-22,0.234102564102564,0.580983606557377,0.201744186046512,0.346881042454813,-,ENSG00000115310.17,RTN4,chr2,-,55028164,55028220,55025086,55027485,54987491,54987698,57,2400,208
chr2:70085547:70085624:-@chr2:70083507:70083687:-@chr2:70051203:70051305:-,1.66814777954017e-14,0.370769230769231,0.593606557377049,0.370697674418605,0.222837326607818,-,ENSG00000179818.13,PCBP1-AS1,chr2,-,70085547,70085624,70083507,70083687,70051203,70051305,78,181,103
chr2:73088050:73088749:-@chr2:73079651:73081663:-@chr2:73075993:73076182:-,1.96671303283562e-18,0.511153846153846,0.77016393442623,0.357325581395349,0.259010088272383,+,ENSG00000135631.16,RAB11FIP5,chr2,-,73088050,73088749,73079651,73081663,73075993,73076182,700,2013,190
chr2:80608184:80608318:+@chr2:80619085:80619228:+@chr2:80647585:80648861:+,4.9956805065057e-23,0.0546153846153846,0.56672131147541,0.0522093023255814,0.512105926860025,+,ENSG00000066032.18,CTNNA2,chr2,+,80608184,80608318,80619085,80619228,80647585,80648861,135,144,1277
chr2:9423373:9423547:-@chr2:9419990:9420100:-@chr2:9414178:9414256:-,3.70286184748913e-10,0.506025641025641,0.284754098360656,0.45406976744186,-0.221271542664985,+,ENSG00000119185.12,ITGB1BP1,chr2,-,9423373,9423547,9419990,9420100,9414178,9414256,175,111,79
chr2:96733519:96733601:-@chr2:96713107:96713139:-@chr2:96711864:96712025:-,7.15481486211766e-08,0.514615384615385,0.714754098360656,0.467383720930233,0.200138713745271,-,ENSG00000114988.11,LMAN2L,chr2,-,96733519,96733601,96713107,96713139,96711864,96712025,83,33,162
chr2:98546586:98546694:+@chr2:98548955:98548969:+@chr2:98552786:98552969:+,1.22547545668485e-10,0.481410256410256,0.268360655737705,0.34,-0.213049600672552,+,ENSG00000040933.15,INPP4A,chr2,+,98546586,98546694,98548955,98548969,98552786,98552969,109,15,184
chr20:31566210:31566295:+@chr20:31568078:31568224:+@chr20:31569120:31569567:+,1.19822594739825e-18,0.523076923076923,0.168852459016393,0.460406976744186,-0.35422446406053,-,ENSG00000101294.16,HM13,chr20,+,31566210,31566295,31568078,31568224,31569120,31569567,86,147,448
chr20:31566210:31566295:+@chr20:31568078:31568280:+@chr20:31569120:31569567:+,2.60196124874222e-18,0.525128205128205,0.18016393442623,0.49,-0.344964270701976,-,ENSG00000101294.16,HM13,chr20,+,31566210,31566295,31568078,31568280,31569120,31569567,86,203,448
chr20:35548808:35548865:+@chr20:35554372:35554386:+@chr20:35555044:35555075:+,1.49557608670292e-11,0.551923076923077,0.775901639344262,0.516511627906977,0.223978562421185,-,ENSG00000125991.19,ERGIC3,chr20,+,35548808,35548865,35554372,35554386,35555044,35555075,58,15,32
chr20:36496705:36497066:+@chr20:36499242:36499321:+@chr20:36499588:36499676:+,3.7745750507463e-23,0.505384615384616,0.0965573770491803,0.350639534883721,-0.408827238335435,-,ENSG00000080845.17,DLGAP4,chr20,+,36496705,36497066,36499242,36499321,36499588,36499676,362,80,89
chr20:36496705:36497066:+@chr20:36499242:36499321:+@chr20:36500199:36500611:+,4.92428376713996e-24,0.915897435897436,0.114754098360656,0.750872093023256,-0.80114333753678,-,ENSG00000080845.17,DLGAP4,chr20,+,36496705,36497066,36499242,36499321,36500199,36500611,362,80,413
chr20:36499242:36499321:+@chr20:36499588:36499676:+@chr20:36500199:36500611:+,2.50197348650314e-20,0.205,0.601147540983607,0.381744186046512,0.396147540983607,+,ENSG00000080845.17,DLGAP4,chr20,+,36499242,36499321,36499588,36499676,36500199,36500611,80,89,413
chr20:37386075:37386174:+@chr20:37386460:37386477:+@chr20:37393895:37393993:+,9.6262445302728e-11,0.562820512820513,0.804262295081967,0.527151162790698,0.241441782261454,+,ENSG00000197122.11,SRC,chr20,+,37386075,37386174,37386460,37386477,37393895,37393993,100,18,99
chr20:37521215:37521403:+@chr20:37522358:37522438:+@chr20:37522667:37523693:+,1.97465355137486e-23,0.0656410256410256,0.270655737704918,0.0818023255813954,0.205014712063892,+,ENSG00000053438.8,NNAT,chr20,+,37521215,37521403,37522358,37522438,37522667,37523693,189,81,1027
chr20:37527793:37527931:-@chr20:37521319:37521409:-@chr20:37517417:37519350:-,1.43312305853769e-21,0.0630769230769231,0.342295081967213,0.0994186046511628,0.27921815889029,-,ENSG00000166619.12,BLCAP,chr20,-,37527793,37527931,37521319,37521409,37517417,37519350,139,91,1934
chr20:37527793:37527931:-@chr20:37521319:37521451:-@chr20:37517417:37519350:-,2.70247180554743e-22,0.107948717948718,0.525409836065574,0.106104651162791,0.417461118116856,-,ENSG00000166619.12,BLCAP,chr20,-,37527793,37527931,37521319,37521451,37517417,37519350,139,133,1934
chr20:38447466:38447623:+@chr20:38447930:38448093:+@chr20:38448662:38448730:+,7.61668869631084e-15,0.60474358974359,0.363934426229508,0.505116279069767,-0.240809163514082,-,ENSG00000174365.19,SNHG11,chr20,+,38447466,38447623,38447930,38448093,38448662,38448730,158,164,69
chr20:47220258:47220324:-@chr20:47212642:47212725:-@chr20:47209214:47210897:-,2.83671317073537e-22,0.108846153846154,0.461803278688525,0.0916860465116279,0.352957124842371,+,ENSG00000101040.19,ZMYND8,chr20,-,47220258,47220324,47212642,47212725,47209214,47210897,67,84,1684
chr20:49936399:49936552:+@chr20:49941561:49941711:+@chr20:49945382:49945488:+,1.30794750057382e-17,0.624615384615385,0.870655737704918,0.677906976744186,0.246040353089533,+,ENSG00000124226.10,RNF114,chr20,+,49936399,49936552,49941561,49941711,49945382,49945488,154,151,107
chr20:49936399:49936552:+@chr20:49941583:49941711:+@chr20:49945382:49945488:+,3.33809693825867e-17,0.513589743589744,0.775409836065574,0.583720930232558,0.26182009247583,+,ENSG00000124226.10,RNF114,chr20,+,49936399,49936552,49941583,49941711,49945382,49945488,154,129,107
chr20:63244024:63244084:-@chr20:63242539:63242623:-@chr20:63240784:63241506:-,5.51211621865281e-21,0.634102564102564,0.233114754098361,0.728023255813953,-0.400987810004203,-,ENSG00000101198.14,NKAIN4,chr20,-,63244024,63244084,63242539,63242623,63240784,63241506,61,85,723
chr20:63433809:63433903:-@chr20:63431340:63431369:-@chr20:63428367:63428435:-,2.0096419252239e-22,0.791282051282051,0.268360655737705,0.841918604651163,-0.522921395544346,-,ENSG00000075043.18,KCNQ2,chr20,-,63433809,63433903,63431340,63431369,63428367,63428435,95,30,69
chr20:833715:833951:+@chr20:839455:839563:+@chr20:844708:846279:+,1.6520177962895e-17,0.336923076923077,0.0927868852459016,0.113546511627907,-0.244136191677175,-,ENSG00000125898.12,FAM110A,chr20,+,833715,833951,839455,839563,844708,846279,237,109,1572
chr20:9473279:9473365:+@chr20:9476717:9476753:+@chr20:9478921:9481242:+,8.50098405130635e-11,0.397179487179487,0.615409836065574,0.521162790697674,0.218230348886087,-,ENSG00000101333.16,PLCB4,chr20,+,9473279,9473365,9476717,9476753,9478921,9481242,87,37,2322
chr21:25735384:25735578:+@chr21:25741573:25741675:+@chr21:25745210:25745354:+,1.41106762671234e-14,0.692564102564103,0.895081967213115,0.745813953488372,0.202517864649012,+,ENSG00000154727.10,GABPA,chr21,+,25735384,25735578,25741573,25741675,25745210,25745354,195,103,145
chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25982344:25982477:-,2.53761299633882e-16,0.328333333333333,0.127049180327869,0.420174418604651,-0.201284153005464,-,ENSG00000142192.20,APP,chr21,-,26021840,26022042,26000015,26000182,25982344,25982477,203,168,134
chr21:26021840:26022042:-@chr21:26000015:26000182:-@chr21:25997360:25997416:-,5.38964198447417e-12,0.400128205128205,0.171475409836066,0.478081395348837,-0.22865279529214,-,ENSG00000142192.20,APP,chr21,-,26021840,26022042,26000015,26000182,25997360,25997416,203,168,57
chr21:29008395:29008621:-@chr21:29008240:29008307:-@chr21:29007761:29008123:-,8.39439769563386e-13,0.778589743589744,0.574918032786885,0.786453488372093,-0.203671710802858,-,ENSG00000156253.6,RWDD2B,chr21,-,29008395,29008621,29008240,29008307,29007761,29008123,227,68,363
chr21:33799808:33799929:+@chr21:33802430:33802444:+@chr21:33810975:33811222:+,5.49239554700799e-10,0.474230769230769,0.703770491803279,0.245639534883721,0.229539722572509,-,ENSG00000205726.14,ITSN1,chr21,+,33799808,33799929,33802430,33802444,33810975,33811222,122,15,248
chr21:37267238:37267532:-@chr21:37266792:37266847:-@chr21:37261082:37261937:-,3.49317600466171e-18,0.356794871794872,0.155573770491803,0.208488372093023,-0.201221101303069,+,ENSG00000157538.13,DSCR3,chr21,-,37267238,37267532,37266792,37266847,37261082,37261937,295,56,856
chr22:19971886:19971971:-@chr22:19971216:19971335:-@chr22:19969896:19970743:-,2.52902410420105e-21,0.60025641025641,0.91655737704918,0.609069767441861,0.31630096679277,+,ENSG00000099889.13,ARVCF,chr22,-,19971886,19971971,19971216,19971335,19969896,19970743,86,120,848
chr22:20052465:20052584:+@chr22:20061530:20061681:+@chr22:20063338:20063442:+,2.01533386932846e-12,0.763974358974359,0.558032786885246,0.835697674418605,-0.205941572089113,-,ENSG00000183597.15,TANGO2,chr22,+,20052465,20052584,20061530,20061681,20063338,20063442,120,152,105
chr22:20052465:20052584:+@chr22:20061530:20061683:+@chr22:20063338:20063442:+,1.87793348006883e-15,0.846410256410256,0.622950819672131,0.9125,-0.223459436738125,-,ENSG00000183597.15,TANGO2,chr22,+,20052465,20052584,20061530,20061683,20063338,20063442,120,154,105
chr22:20052465:20052584:+@chr22:20061530:20061706:+@chr22:20063338:20063442:+,1.20173666910269e-12,0.745,0.539016393442623,0.797209302325581,-0.205983606557377,-,ENSG00000183597.15,TANGO2,chr22,+,20052465,20052584,20061530,20061706,20063338,20063442,120,177,105
chr22:20055943:20056013:+@chr22:20061530:20061681:+@chr22:20063338:20063442:+,4.04681525741807e-19,0.876025641025641,0.627540983606557,0.907441860465116,-0.248484657419084,-,ENSG00000183597.15,TANGO2,chr22,+,20055943,20056013,20061530,20061681,20063338,20063442,71,152,105
chr22:20055943:20056013:+@chr22:20061530:20061683:+@chr22:20063338:20063442:+,1.7018391550601e-19,0.9,0.662295081967213,0.934011627906977,-0.237704918032787,-,ENSG00000183597.15,TANGO2,chr22,+,20055943,20056013,20061530,20061683,20063338,20063442,71,154,105
chr22:20055943:20056013:+@chr22:20061530:20061706:+@chr22:20063338:20063442:+,2.95722157574677e-19,0.863974358974359,0.620819672131148,0.896220930232558,-0.243154686843212,-,ENSG00000183597.15,TANGO2,chr22,+,20055943,20056013,20061530,20061706,20063338,20063442,71,177,105
chr22:24589821:24589949:-@chr22:24588679:24589265:-@chr22:24588214:24588329:-,5.84031235416849e-16,0.525512820512821,0.312131147540984,0.549651162790698,-0.213381672971837,-,ENSG00000178026.12,LRRC75B,chr22,-,24589821,24589949,24588679,24589265,24588214,24588329,129,587,116
chr22:27935151:27935230:+@chr22:27993124:27993535:+@chr22:27994473:27994653:+,1.1362560407933e-21,0.674358974358975,0.935409836065574,0.723546511627907,0.261050861706599,-,ENSG00000235954.6,TTC28-AS1,chr22,+,27935151,27935230,27993124,27993535,27994473,27994653,80,412,181
